,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
141092,2004.0,53035.0,G,GOV,Democratic Open Seat,56236.0,57775.0,114011.0
141093,2008.0,53035.0,G,GOV,Democratic Incumbent,62478.0,60656.0,123134.0
141094,2012.0,53035.0,G,GOV,Democratic Open Seat,60578.0,61261.0,121839.0
141095,2016.0,53035.0,G,GOV,Democratic Incumbent,66392.0,59762.0,126154.0
141096,2020.0,53035.0,G,GOV,Democratic Incumbent,87766.0,69288.0,157054.0
141126,2004.0,53037.0,G,GOV,Democratic Open Seat,6125.0,9567.0,15692.0
141127,2008.0,53037.0,G,GOV,Democratic Incumbent,6988.0,10732.0,17720.0
141128,2012.0,53037.0,G,GOV,Democratic Open Seat,7137.0,10752.0,17889.0
141129,2016.0,53037.0,G,GOV,Democratic Incumbent,7984.0,11139.0,19123.0
141130,2020.0,53037.0,G,GOV,Democratic Incumbent,10529.0,15567.0,26096.0
141160,2004.0,53039.0,G,GOV,Democratic Open Seat,3919.0,4767.0,8686.0
141161,2008.0,53039.0,G,GOV,Democratic Incumbent,4538.0,5454.0,9992.0
141162,2012.0,53039.0,G,GOV,Democratic Open Seat,4442.0,5638.0,10080.0
141163,2016.0,53039.0,G,GOV,Democratic Incumbent,4517.0,6260.0,10777.0
141164,2020.0,53039.0,G,GOV,Democratic Incumbent,5693.0,7735.0,13428.0
141194,2004.0,53041.0,G,GOV,Democratic Open Seat,10247.0,20851.0,31098.0
141195,2008.0,53041.0,G,GOV,Democratic Incumbent,12283.0,22347.0,34630.0
141196,2012.0,53041.0,G,GOV,Democratic Open Seat,11865.0,22002.0,33867.0
141197,2016.0,53041.0,G,GOV,Democratic Incumbent,11163.0,23539.0,34702.0
141198,2020.0,53041.0,G,GOV,Democratic Incumbent,13821.0,31306.0,45127.0
141228,2004.0,53043.0,G,GOV,Democratic Open Seat,1850.0,3686.0,5536.0
141229,2008.0,53043.0,G,GOV,Democratic Incumbent,2052.0,3868.0,5920.0
141230,2012.0,53043.0,G,GOV,Democratic Open Seat,1716.0,4088.0,5804.0
141231,2016.0,53043.0,G,GOV,Democratic Incumbent,1616.0,4160.0,5776.0
141232,2020.0,53043.0,G,GOV,Democratic Incumbent,1526.0,5450.0,6976.0
141262,2004.0,53045.0,G,GOV,Democratic Open Seat,11797.0,12519.0,24316.0
141263,2008.0,53045.0,G,GOV,Democratic Incumbent,13942.0,14181.0,28123.0
141264,2012.0,53045.0,G,GOV,Democratic Open Seat,13175.0,14708.0,27883.0
141265,2016.0,53045.0,G,GOV,Democratic Incumbent,13126.0,15365.0,28491.0
141266,2020.0,53045.0,G,GOV,Democratic Incumbent,16502.0,20562.0,37064.0
141296,2004.0,53047.0,G,GOV,Democratic Open Seat,6107.0,9460.0,15567.0
141297,2008.0,53047.0,G,GOV,Democratic Incumbent,6575.0,10168.0,16743.0
141298,2012.0,53047.0,G,GOV,Democratic Open Seat,6759.0,9909.0,16668.0
141299,2016.0,53047.0,G,GOV,Democratic Incumbent,7437.0,9794.0,17231.0
141300,2020.0,53047.0,G,GOV,Democratic Incumbent,8298.0,12843.0,21141.0
141330,2004.0,53049.0,G,GOV,Democratic Open Seat,5210.0,4730.0,9940.0
141331,2008.0,53049.0,G,GOV,Democratic Incumbent,5695.0,5198.0,10893.0
141332,2012.0,53049.0,G,GOV,Democratic Open Seat,5379.0,5020.0,10399.0
141333,2016.0,53049.0,G,GOV,Democratic Incumbent,5313.0,5428.0,10741.0
141334,2020.0,53049.0,G,GOV,Democratic Incumbent,6514.0,7463.0,13977.0
141358,2004.0,53051.0,G,GOV,Democratic Open Seat,2567.0,3368.0,5935.0
141359,2008.0,53051.0,G,GOV,Democratic Incumbent,2571.0,3912.0,6483.0
141360,2012.0,53051.0,G,GOV,Democratic Open Seat,2442.0,4148.0,6590.0
141361,2016.0,53051.0,G,GOV,Democratic Incumbent,2520.0,4364.0,6884.0
141362,2020.0,53051.0,G,GOV,Democratic Incumbent,2513.0,5959.0,8472.0
141392,2004.0,53053.0,G,GOV,Democratic Open Seat,145431.0,157905.0,303336.0
141393,2008.0,53053.0,G,GOV,Democratic Incumbent,166562.0,159363.0,325925.0
141394,2012.0,53053.0,G,GOV,Democratic Open Seat,164211.0,174078.0,338289.0
141395,2016.0,53053.0,G,GOV,Democratic Incumbent,176825.0,176287.0,353112.0
141396,2020.0,53053.0,G,GOV,Democratic Incumbent,238097.0,220904.0,459001.0
141426,2004.0,53055.0,G,GOV,Democratic Open Seat,5872.0,3660.0,9532.0
141427,2008.0,53055.0,G,GOV,Democratic Incumbent,7044.0,3356.0,10400.0
141428,2012.0,53055.0,G,GOV,Democratic Open Seat,6763.0,3671.0,10434.0
141429,2016.0,53055.0,G,GOV,Democratic Incumbent,7509.0,3356.0,10865.0
141430,2020.0,53055.0,G,GOV,Democratic Incumbent,9621.0,3465.0,13086.0
141460,2004.0,53057.0,G,GOV,Democratic Open Seat,23250.0,27219.0,50469.0
141461,2008.0,53057.0,G,GOV,Democratic Incumbent,27915.0,27545.0,55460.0
141462,2012.0,53057.0,G,GOV,Democratic Open Seat,25878.0,28803.0,54681.0
141463,2016.0,53057.0,G,GOV,Democratic Incumbent,28273.0,28701.0,56974.0
141464,2020.0,53057.0,G,GOV,Democratic Incumbent,36444.0,36404.0,72848.0
141494,2004.0,53059.0,G,GOV,Democratic Open Seat,2233.0,2525.0,4758.0
141495,2008.0,53059.0,G,GOV,Democratic Incumbent,2564.0,2813.0,5377.0
141496,2012.0,53059.0,G,GOV,Democratic Open Seat,2434.0,2867.0,5301.0
141497,2016.0,53059.0,G,GOV,Democratic Incumbent,2476.0,3094.0,5570.0
141498,2020.0,53059.0,G,GOV,Democratic Incumbent,3129.0,4116.0,7245.0
141528,2004.0,53061.0,G,GOV,Democratic Open Seat,139189.0,145628.0,284817.0
141529,2008.0,53061.0,G,GOV,Democratic Incumbent,167175.0,150205.0,317380.0
141530,2012.0,53061.0,G,GOV,Democratic Open Seat,166452.0,158440.0,324892.0
141531,2016.0,53061.0,G,GOV,Democratic Incumbent,182544.0,166770.0,349314.0
141532,2020.0,53061.0,G,GOV,Democratic Incumbent,244876.0,189797.0,434673.0
141562,2004.0,53063.0,G,GOV,Democratic Open Seat,90581.0,105584.0,196165.0
141563,2008.0,53063.0,G,GOV,Democratic Incumbent,104369.0,112570.0,216939.0
141564,2012.0,53063.0,G,GOV,Democratic Open Seat,95354.0,123894.0,219248.0
141565,2016.0,53063.0,G,GOV,Democratic Incumbent,106009.0,124576.0,230585.0
141566,2020.0,53063.0,G,GOV,Democratic Incumbent,131734.0,161138.0,292872.0
141596,2004.0,53065.0,G,GOV,Democratic Open Seat,6992.0,12295.0,19287.0
141597,2008.0,53065.0,G,GOV,Democratic Incumbent,7771.0,14418.0,22189.0
141598,2012.0,53065.0,G,GOV,Democratic Open Seat,7426.0,14554.0,21980.0
141599,2016.0,53065.0,G,GOV,Democratic Incumbent,7148.0,15851.0,22999.0
141600,2020.0,53065.0,G,GOV,Democratic Incumbent,7393.0,20902.0,28295.0
141630,2004.0,53067.0,G,GOV,Democratic Open Seat,58970.0,49426.0,108396.0
141631,2008.0,53067.0,G,GOV,Democratic Incumbent,72652.0,52880.0,125532.0
141632,2012.0,53067.0,G,GOV,Democratic Open Seat,67353.0,57948.0,125301.0
141633,2016.0,53067.0,G,GOV,Democratic Incumbent,71835.0,59014.0,130849.0
141634,2020.0,53067.0,G,GOV,Democratic Incumbent,93723.0,72506.0,166229.0
141664,2004.0,53069.0,G,GOV,Democratic Open Seat,993.0,1099.0,2092.0
141665,2008.0,53069.0,G,GOV,Democratic Incumbent,960.0,1330.0,2290.0
141666,2012.0,53069.0,G,GOV,Democratic Open Seat,964.0,1287.0,2251.0
141667,2016.0,53069.0,G,GOV,Democratic Incumbent,941.0,1413.0,2354.0
141668,2020.0,53069.0,G,GOV,Democratic Incumbent,1102.0,1862.0,2964.0
141698,2004.0,53071.0,G,GOV,Democratic Open Seat,8008.0,14290.0,22298.0
141699,2008.0,53071.0,G,GOV,Democratic Incumbent,9405.0,15137.0,24542.0
141700,2012.0,53071.0,G,GOV,Democratic Open Seat,9353.0,15238.0,24591.0
141701,2016.0,53071.0,G,GOV,Democratic Incumbent,10705.0,14880.0,25585.0
141702,2020.0,53071.0,G,GOV,Democratic Incumbent,13305.0,17590.0,30895.0
141732,2004.0,53073.0,G,GOV,Democratic Open Seat,44072.0,42000.0,86072.0
141733,2008.0,53073.0,G,GOV,Democratic Incumbent,54249.0,44975.0,99224.0
141734,2012.0,53073.0,G,GOV,Democratic Open Seat,53599.0,47340.0,100939.0
141735,2016.0,53073.0,G,GOV,Democratic Incumbent,62634.0,47953.0,110587.0
141736,2020.0,53073.0,G,GOV,Democratic Incumbent,81992.0,55544.0,137536.0
141766,2004.0,53075.0,G,GOV,Democratic Open Seat,7722.0,9365.0,17087.0
141767,2008.0,53075.0,G,GOV,Democratic Incumbent,8363.0,8896.0,17259.0
141768,2012.0,53075.0,G,GOV,Democratic Open Seat,7351.0,9421.0,16772.0
141769,2016.0,53075.0,G,GOV,Democratic Incumbent,8727.0,8892.0,17619.0
141770,2020.0,53075.0,G,GOV,Democratic Incumbent,10806.0,10056.0,20862.0
141800,2004.0,53077.0,G,GOV,Democratic Open Seat,24755.0,46079.0,70834.0
141801,2008.0,53077.0,G,GOV,Democratic Incumbent,30172.0,46667.0,76839.0
141802,2012.0,53077.0,G,GOV,Democratic Open Seat,31791.0,44507.0,76298.0
141803,2016.0,53077.0,G,GOV,Democratic Incumbent,35162.0,43016.0,78178.0
141804,2020.0,53077.0,G,GOV,Democratic Incumbent,41152.0,54097.0,95249.0
141841,2004.0,54001.0,G,GOV,Democratic Open Seat,4516.0,2002.0,6518.0
141842,2008.0,54001.0,G,GOV,Democratic Incumbent,4613.0,1426.0,6039.0
141843,2012.0,54001.0,G,GOV,Democratic Incumbent,2757.0,2789.0,5546.0
141844,2016.0,54001.0,G,GOV,Democratic Open Seat,2701.0,2928.0,5629.0
141845,2020.0,54001.0,G,GOV,Republican Incumbent,1419.0,4783.0,6202.0
141882,2004.0,54003.0,G,GOV,Democratic Open Seat,16044.0,16630.0,32674.0
141883,2008.0,54003.0,G,GOV,Democratic Incumbent,21545.0,13288.0,34833.0
141884,2012.0,54003.0,G,GOV,Democratic Incumbent,17195.0,17999.0,35194.0
141885,2016.0,54003.0,G,GOV,Democratic Open Seat,14879.0,23103.0,37982.0
141886,2020.0,54003.0,G,GOV,Republican Incumbent,15253.0,28841.0,44094.0
141923,2004.0,54005.0,G,GOV,Democratic Open Seat,8070.0,1934.0,10004.0
141924,2008.0,54005.0,G,GOV,Democratic Incumbent,6124.0,1729.0,7853.0
141925,2012.0,54005.0,G,GOV,Democratic Incumbent,5800.0,2624.0,8424.0
141926,2016.0,54005.0,G,GOV,Democratic Open Seat,5649.0,2622.0,8271.0
141927,2020.0,54005.0,G,GOV,Republican Incumbent,2829.0,5765.0,8594.0
141964,2004.0,54007.0,G,GOV,Democratic Open Seat,4404.0,1376.0,5780.0
141965,2008.0,54007.0,G,GOV,Democratic Incumbent,4083.0,1111.0,5194.0
141966,2012.0,54007.0,G,GOV,Democratic Incumbent,2796.0,1784.0,4580.0
141967,2016.0,54007.0,G,GOV,Democratic Open Seat,2959.0,1765.0,4724.0
141968,2020.0,54007.0,G,GOV,Republican Incumbent,1492.0,3799.0,5291.0
142005,2004.0,54009.0,G,GOV,Democratic Open Seat,7591.0,2961.0,10552.0
142006,2008.0,54009.0,G,GOV,Democratic Incumbent,7793.0,1686.0,9479.0
142007,2012.0,54009.0,G,GOV,Democratic Incumbent,5067.0,3797.0,8864.0
142008,2016.0,54009.0,G,GOV,Democratic Open Seat,4570.0,4087.0,8657.0
142009,2020.0,54009.0,G,GOV,Republican Incumbent,2964.0,6840.0,9804.0
142046,2004.0,54011.0,G,GOV,Democratic Open Seat,22589.0,13829.0,36418.0
142047,2008.0,54011.0,G,GOV,Democratic Incumbent,26970.0,6651.0,33621.0
142048,2012.0,54011.0,G,GOV,Democratic Incumbent,17447.0,13357.0,30804.0
142049,2016.0,54011.0,G,GOV,Democratic Open Seat,18148.0,12065.0,30213.0
142050,2020.0,54011.0,G,GOV,Republican Incumbent,14151.0,20750.0,34901.0
142087,2004.0,54013.0,G,GOV,Democratic Open Seat,1957.0,799.0,2756.0
142088,2008.0,54013.0,G,GOV,Democratic Incumbent,1612.0,635.0,2247.0
142089,2012.0,54013.0,G,GOV,Democratic Incumbent,1051.0,986.0,2037.0
142090,2016.0,54013.0,G,GOV,Democratic Open Seat,1193.0,1157.0,2350.0
142091,2020.0,54013.0,G,GOV,Republican Incumbent,632.0,2141.0,2773.0
142128,2004.0,54015.0,G,GOV,Democratic Open Seat,2932.0,1008.0,3940.0
142129,2008.0,54015.0,G,GOV,Democratic Incumbent,2316.0,782.0,3098.0
142130,2012.0,54015.0,G,GOV,Democratic Incumbent,1605.0,1278.0,2883.0
142131,2016.0,54015.0,G,GOV,Democratic Open Seat,1683.0,1138.0,2821.0
142132,2020.0,54015.0,G,GOV,Republican Incumbent,734.0,2370.0,3104.0
142169,2004.0,54017.0,G,GOV,Democratic Open Seat,1492.0,1603.0,3095.0
142170,2008.0,54017.0,G,GOV,Democratic Incumbent,1868.0,1021.0,2889.0
142171,2012.0,54017.0,G,GOV,Democratic Incumbent,872.0,1721.0,2593.0
142172,2016.0,54017.0,G,GOV,Democratic Open Seat,905.0,1739.0,2644.0
142173,2020.0,54017.0,G,GOV,Republican Incumbent,473.0,2330.0,2803.0
142210,2004.0,54019.0,G,GOV,Democratic Open Seat,11448.0,4979.0,16427.0
142211,2008.0,54019.0,G,GOV,Democratic Incumbent,10305.0,4306.0,14611.0
142212,2012.0,54019.0,G,GOV,Democratic Incumbent,7353.0,5932.0,13285.0
142213,2016.0,54019.0,G,GOV,Democratic Open Seat,9631.0,4560.0,14191.0
142214,2020.0,54019.0,G,GOV,Republican Incumbent,5587.0,10076.0,15663.0
142251,2004.0,54021.0,G,GOV,Democratic Open Seat,1975.0,739.0,2714.0
142252,2008.0,54021.0,G,GOV,Democratic Incumbent,1728.0,595.0,2323.0
142253,2012.0,54021.0,G,GOV,Democratic Incumbent,1345.0,1033.0,2378.0
142254,2016.0,54021.0,G,GOV,Democratic Open Seat,1195.0,1116.0,2311.0
142255,2020.0,54021.0,G,GOV,Republican Incumbent,623.0,1773.0,2396.0
142292,2004.0,54023.0,G,GOV,Democratic Open Seat,2127.0,2421.0,4548.0
142293,2008.0,54023.0,G,GOV,Democratic Incumbent,2425.0,1508.0,3933.0
142294,2012.0,54023.0,G,GOV,Democratic Incumbent,1453.0,2919.0,4372.0
142295,2016.0,54023.0,G,GOV,Democratic Open Seat,1313.0,3203.0,4516.0
142296,2020.0,54023.0,G,GOV,Republican Incumbent,609.0,4302.0,4911.0
142333,2004.0,54025.0,G,GOV,Democratic Open Seat,8461.0,5439.0,13900.0
142334,2008.0,54025.0,G,GOV,Democratic Incumbent,9521.0,3606.0,13127.0
142335,2012.0,54025.0,G,GOV,Democratic Incumbent,6357.0,5821.0,12178.0
142336,2016.0,54025.0,G,GOV,Democratic Open Seat,8589.0,4361.0,12950.0
142337,2020.0,54025.0,G,GOV,Republican Incumbent,4053.0,10973.0,15026.0
142374,2004.0,54027.0,G,GOV,Democratic Open Seat,4241.0,3323.0,7564.0
142375,2008.0,54027.0,G,GOV,Democratic Incumbent,5465.0,2491.0,7956.0
142376,2012.0,54027.0,G,GOV,Democratic Incumbent,3610.0,3944.0,7554.0
142377,2016.0,54027.0,G,GOV,Democratic Open Seat,2537.0,5239.0,7776.0
142378,2020.0,54027.0,G,GOV,Republican Incumbent,1835.0,7111.0,8946.0
142415,2004.0,54029.0,G,GOV,Democratic Open Seat,8586.0,4115.0,12701.0
142416,2008.0,54029.0,G,GOV,Democratic Incumbent,10069.0,2580.0,12649.0
142417,2012.0,54029.0,G,GOV,Democratic Incumbent,6077.0,5454.0,11531.0
142418,2016.0,54029.0,G,GOV,Democratic Open Seat,5322.0,5992.0,11314.0
142419,2020.0,54029.0,G,GOV,Republican Incumbent,3868.0,8995.0,12863.0
142456,2004.0,54031.0,G,GOV,Democratic Open Seat,2907.0,1895.0,4802.0
142457,2008.0,54031.0,G,GOV,Democratic Incumbent,3777.0,1278.0,5055.0
142458,2012.0,54031.0,G,GOV,Democratic Incumbent,2868.0,2074.0,4942.0
142459,2016.0,54031.0,G,GOV,Democratic Open Seat,2237.0,3015.0,5252.0
142460,2020.0,54031.0,G,GOV,Republican Incumbent,1471.0,4364.0,5835.0
142497,2004.0,54033.0,G,GOV,Democratic Open Seat,20365.0,9373.0,29738.0
142498,2008.0,54033.0,G,GOV,Democratic Incumbent,22746.0,7514.0,30260.0
142499,2012.0,54033.0,G,GOV,Democratic Incumbent,12818.0,12460.0,25278.0
142500,2016.0,54033.0,G,GOV,Democratic Open Seat,14317.0,11916.0,26233.0
142501,2020.0,54033.0,G,GOV,Republican Incumbent,8778.0,19074.0,27852.0
142538,2004.0,54035.0,G,GOV,Democratic Open Seat,8374.0,4426.0,12800.0
142539,2008.0,54035.0,G,GOV,Democratic Incumbent,8233.0,3392.0,11625.0
142540,2012.0,54035.0,G,GOV,Democratic Incumbent,5508.0,5711.0,11219.0
142541,2016.0,54035.0,G,GOV,Democratic Open Seat,6200.0,5122.0,11322.0
142542,2020.0,54035.0,G,GOV,Republican Incumbent,3418.0,8932.0,12350.0
142579,2004.0,54037.0,G,GOV,Democratic Open Seat,10561.0,8295.0,18856.0
142580,2008.0,54037.0,G,GOV,Democratic Incumbent,13563.0,7010.0,20573.0
142581,2012.0,54037.0,G,GOV,Democratic Incumbent,11091.0,9514.0,20605.0
142582,2016.0,54037.0,G,GOV,Democratic Open Seat,9588.0,11599.0,21187.0
142583,2020.0,54037.0,G,GOV,Republican Incumbent,10563.0,14010.0,24573.0
142620,2004.0,54039.0,G,GOV,Democratic Open Seat,54620.0,28817.0,83437.0
142621,2008.0,54039.0,G,GOV,Democratic Incumbent,55129.0,20595.0,75724.0
142622,2012.0,54039.0,G,GOV,Democratic Incumbent,38785.0,31584.0,70369.0
142623,2016.0,54039.0,G,GOV,Democratic Open Seat,44756.0,23849.0,68605.0
142624,2020.0,54039.0,G,GOV,Republican Incumbent,37101.0,41310.0,78411.0
142661,2004.0,54041.0,G,GOV,Democratic Open Seat,4806.0,2041.0,6847.0
142662,2008.0,54041.0,G,GOV,Democratic Incumbent,4434.0,1921.0,6355.0
142663,2012.0,54041.0,G,GOV,Democratic Incumbent,2920.0,3192.0,6112.0
142664,2016.0,54041.0,G,GOV,Democratic Open Seat,3222.0,3294.0,6516.0
142665,2020.0,54041.0,G,GOV,Republican Incumbent,1393.0,5407.0,6800.0
142701,2004.0,54043.0,G,GOV,Democratic Open Seat,5590.0,2364.0,7954.0
142702,2008.0,54043.0,G,GOV,Democratic Incumbent,4776.0,1755.0,6531.0
142703,2012.0,54043.0,G,GOV,Democratic Incumbent,4241.0,2476.0,6717.0
142704,2016.0,54043.0,G,GOV,Democratic Open Seat,4141.0,2534.0,6675.0
142705,2020.0,54043.0,G,GOV,Republican Incumbent,2164.0,5265.0,7429.0
142742,2004.0,54045.0,G,GOV,Democratic Open Seat,10505.0,3592.0,14097.0
142743,2008.0,54045.0,G,GOV,Democratic Incumbent,10101.0,2591.0,12692.0
142744,2012.0,54045.0,G,GOV,Democratic Incumbent,9480.0,2393.0,11873.0
142745,2016.0,54045.0,G,GOV,Democratic Open Seat,6781.0,4497.0,11278.0
142746,2020.0,54045.0,G,GOV,Republican Incumbent,3052.0,9436.0,12488.0
142783,2004.0,54047.0,G,GOV,Democratic Open Seat,5731.0,1320.0,7051.0
142784,2008.0,54047.0,G,GOV,Democratic Incumbent,5323.0,933.0,6256.0
142785,2012.0,54047.0,G,GOV,Democratic Incumbent,4007.0,1919.0,5926.0
142786,2016.0,54047.0,G,GOV,Democratic Open Seat,3459.0,2493.0,5952.0
142787,2020.0,54047.0,G,GOV,Republican Incumbent,1321.0,4861.0,6182.0
142824,2004.0,54049.0,G,GOV,Democratic Open Seat,17911.0,6496.0,24407.0
142825,2008.0,54049.0,G,GOV,Democratic Incumbent,17849.0,4610.0,22459.0
142826,2012.0,54049.0,G,GOV,Democratic Incumbent,11358.0,9236.0,20594.0
142827,2016.0,54049.0,G,GOV,Democratic Open Seat,12158.0,8952.0,21110.0
142828,2020.0,54049.0,G,GOV,Republican Incumbent,8632.0,15253.0,23885.0
142865,2004.0,54051.0,G,GOV,Democratic Open Seat,10256.0,4535.0,14791.0
142866,2008.0,54051.0,G,GOV,Democratic Incumbent,10555.0,2915.0,13470.0
142867,2012.0,54051.0,G,GOV,Democratic Incumbent,6593.0,5807.0,12400.0
142868,2016.0,54051.0,G,GOV,Democratic Open Seat,6491.0,5696.0,12187.0
142869,2020.0,54051.0,G,GOV,Republican Incumbent,3839.0,9324.0,13163.0
142906,2004.0,54053.0,G,GOV,Democratic Open Seat,8504.0,3159.0,11663.0
142907,2008.0,54053.0,G,GOV,Democratic Incumbent,8605.0,1806.0,10411.0
142908,2012.0,54053.0,G,GOV,Democratic Incumbent,5212.0,4229.0,9441.0
142909,2016.0,54053.0,G,GOV,Democratic Open Seat,5566.0,4062.0,9628.0
142910,2020.0,54053.0,G,GOV,Republican Incumbent,2898.0,7519.0,10417.0
142947,2004.0,54055.0,G,GOV,Democratic Open Seat,13997.0,7980.0,21977.0
142948,2008.0,54055.0,G,GOV,Democratic Incumbent,14654.0,5687.0,20341.0
142949,2012.0,54055.0,G,GOV,Democratic Incumbent,9257.0,10974.0,20231.0
142950,2016.0,54055.0,G,GOV,Democratic Open Seat,9323.0,12662.0,21985.0
142951,2020.0,54055.0,G,GOV,Republican Incumbent,5052.0,18340.0,23392.0
142988,2004.0,54057.0,G,GOV,Democratic Open Seat,6206.0,4840.0,11046.0
142989,2008.0,54057.0,G,GOV,Democratic Incumbent,8100.0,3061.0,11161.0
142990,2012.0,54057.0,G,GOV,Democratic Incumbent,4874.0,5708.0,10582.0
142991,2016.0,54057.0,G,GOV,Democratic Open Seat,3485.0,7047.0,10532.0
142992,2020.0,54057.0,G,GOV,Republican Incumbent,2412.0,9535.0,11947.0
143020,2004.0,54059.0,G,GOV,Democratic Open Seat,8730.0,1734.0,10464.0
143021,2008.0,54059.0,G,GOV,Democratic Incumbent,6353.0,1525.0,7878.0
143022,2012.0,54059.0,G,GOV,Democratic Incumbent,6078.0,2656.0,8734.0
143023,2016.0,54059.0,G,GOV,Democratic Open Seat,5168.0,3699.0,8867.0
143024,2020.0,54059.0,G,GOV,Republican Incumbent,2022.0,7454.0,9476.0
143061,2004.0,54061.0,G,GOV,Democratic Open Seat,20512.0,11220.0,31732.0
143062,2008.0,54061.0,G,GOV,Democratic Incumbent,19546.0,9064.0,28610.0
143063,2012.0,54061.0,G,GOV,Democratic Incumbent,14160.0,15034.0,29194.0
143064,2016.0,54061.0,G,GOV,Democratic Open Seat,16016.0,14343.0,30359.0
143065,2020.0,54061.0,G,GOV,Republican Incumbent,19460.0,19854.0,39314.0
143102,2004.0,54063.0,G,GOV,Democratic Open Seat,3425.0,2357.0,5782.0
143103,2008.0,54063.0,G,GOV,Democratic Incumbent,3824.0,1589.0,5413.0
143104,2012.0,54063.0,G,GOV,Democratic Incumbent,2320.0,2592.0,4912.0
143105,2016.0,54063.0,G,GOV,Democratic Open Seat,2797.0,2562.0,5359.0
143106,2020.0,54063.0,G,GOV,Republican Incumbent,1284.0,4764.0,6048.0
143143,2004.0,54065.0,G,GOV,Democratic Open Seat,3209.0,3117.0,6326.0
143144,2008.0,54065.0,G,GOV,Democratic Incumbent,4318.0,2432.0,6750.0
143145,2012.0,54065.0,G,GOV,Democratic Incumbent,3075.0,3439.0,6514.0
143146,2016.0,54065.0,G,GOV,Democratic Open Seat,1929.0,4764.0,6693.0
143147,2020.0,54065.0,G,GOV,Republican Incumbent,1850.0,5948.0,7798.0
143184,2004.0,54067.0,G,GOV,Democratic Open Seat,7153.0,2909.0,10062.0
143185,2008.0,54067.0,G,GOV,Democratic Incumbent,7080.0,2027.0,9107.0
143186,2012.0,54067.0,G,GOV,Democratic Incumbent,4367.0,4173.0,8540.0
143187,2016.0,54067.0,G,GOV,Democratic Open Seat,5780.0,3358.0,9138.0
143188,2020.0,54067.0,G,GOV,Republican Incumbent,2414.0,7518.0,9932.0
143225,2004.0,54069.0,G,GOV,Democratic Open Seat,13470.0,6263.0,19733.0
143226,2008.0,54069.0,G,GOV,Democratic Incumbent,14225.0,4422.0,18647.0
143227,2012.0,54069.0,G,GOV,Democratic Incumbent,8603.0,8519.0,17122.0
143228,2016.0,54069.0,G,GOV,Democratic Open Seat,8377.0,8048.0,16425.0
143229,2020.0,54069.0,G,GOV,Republican Incumbent,6984.0,11775.0,18759.0
143266,2004.0,54071.0,G,GOV,Democratic Open Seat,2081.0,1246.0,3327.0
143267,2008.0,54071.0,G,GOV,Democratic Incumbent,2056.0,1127.0,3183.0
143268,2012.0,54071.0,G,GOV,Democratic Incumbent,1720.0,1391.0,3111.0
143269,2016.0,54071.0,G,GOV,Democratic Open Seat,1335.0,1568.0,2903.0
143270,2020.0,54071.0,G,GOV,Republican Incumbent,774.0,2664.0,3438.0
143307,2004.0,54073.0,G,GOV,Democratic Open Seat,2416.0,927.0,3343.0
143308,2008.0,54073.0,G,GOV,Democratic Incumbent,2235.0,658.0,2893.0
143309,2012.0,54073.0,G,GOV,Democratic Incumbent,1452.0,1306.0,2758.0
143310,2016.0,54073.0,G,GOV,Democratic Open Seat,1713.0,1288.0,3001.0
143311,2020.0,54073.0,G,GOV,Republican Incumbent,670.0,2596.0,3266.0
143348,2004.0,54075.0,G,GOV,Democratic Open Seat,2344.0,1329.0,3673.0
143349,2008.0,54075.0,G,GOV,Democratic Incumbent,2479.0,902.0,3381.0
143350,2012.0,54075.0,G,GOV,Democratic Incumbent,1863.0,1384.0,3247.0
143351,2016.0,54075.0,G,GOV,Democratic Open Seat,1975.0,1227.0,3202.0
143352,2020.0,54075.0,G,GOV,Republican Incumbent,965.0,2737.0,3702.0
143389,2004.0,54077.0,G,GOV,Democratic Open Seat,5889.0,5610.0,11499.0
143390,2008.0,54077.0,G,GOV,Democratic Incumbent,7078.0,3782.0,10860.0
143391,2012.0,54077.0,G,GOV,Democratic Incumbent,4096.0,6020.0,10116.0
143392,2016.0,54077.0,G,GOV,Democratic Open Seat,3964.0,6575.0,10539.0
143393,2020.0,54077.0,G,GOV,Republican Incumbent,3240.0,10023.0,13263.0
143430,2004.0,54079.0,G,GOV,Democratic Open Seat,14373.0,9998.0,24371.0
143431,2008.0,54079.0,G,GOV,Democratic Incumbent,16995.0,6622.0,23617.0
143432,2012.0,54079.0,G,GOV,Democratic Incumbent,10303.0,12534.0,22837.0
143433,2016.0,54079.0,G,GOV,Democratic Open Seat,13410.0,9956.0,23366.0
143434,2020.0,54079.0,G,GOV,Republican Incumbent,8831.0,17251.0,26082.0
143471,2004.0,54081.0,G,GOV,Democratic Open Seat,17363.0,12359.0,29722.0
143472,2008.0,54081.0,G,GOV,Democratic Incumbent,15736.0,11645.0,27381.0
143473,2012.0,54081.0,G,GOV,Democratic Incumbent,12602.0,14900.0,27502.0
143474,2016.0,54081.0,G,GOV,Democratic Open Seat,16841.0,11140.0,27981.0
143475,2020.0,54081.0,G,GOV,Republican Incumbent,8962.0,22259.0,31221.0
143512,2004.0,54083.0,G,GOV,Democratic Open Seat,7952.0,3160.0,11112.0
143513,2008.0,54083.0,G,GOV,Democratic Incumbent,8149.0,2084.0,10233.0
143514,2012.0,54083.0,G,GOV,Democratic Incumbent,5070.0,4115.0,9185.0
