,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
143515,2016.0,54083.0,G,GOV,Democratic Open Seat,5120.0,4500.0,9620.0
143516,2020.0,54083.0,G,GOV,Republican Incumbent,3349.0,7915.0,11264.0
143553,2004.0,54085.0,G,GOV,Democratic Open Seat,2322.0,1724.0,4046.0
143554,2008.0,54085.0,G,GOV,Democratic Incumbent,2503.0,1153.0,3656.0
143555,2012.0,54085.0,G,GOV,Democratic Incumbent,1438.0,2171.0,3609.0
143556,2016.0,54085.0,G,GOV,Democratic Open Seat,1284.0,2523.0,3807.0
143557,2020.0,54085.0,G,GOV,Republican Incumbent,665.0,3234.0,3899.0
143594,2004.0,54087.0,G,GOV,Democratic Open Seat,3874.0,2039.0,5913.0
143595,2008.0,54087.0,G,GOV,Democratic Incumbent,3798.0,1494.0,5292.0
143596,2012.0,54087.0,G,GOV,Democratic Incumbent,2609.0,2191.0,4800.0
143597,2016.0,54087.0,G,GOV,Democratic Open Seat,2794.0,2090.0,4884.0
143598,2020.0,54087.0,G,GOV,Republican Incumbent,1473.0,4007.0,5480.0
143632,2004.0,54089.0,G,GOV,Democratic Open Seat,3385.0,1925.0,5310.0
143633,2008.0,54089.0,G,GOV,Democratic Incumbent,3535.0,1573.0,5108.0
143634,2012.0,54089.0,G,GOV,Democratic Incumbent,2511.0,1969.0,4480.0
143635,2016.0,54089.0,G,GOV,Democratic Open Seat,2727.0,1793.0,4520.0
143636,2020.0,54089.0,G,GOV,Republican Incumbent,1502.0,3773.0,5275.0
143673,2004.0,54091.0,G,GOV,Democratic Open Seat,4451.0,1975.0,6426.0
143674,2008.0,54091.0,G,GOV,Democratic Incumbent,4419.0,1477.0,5896.0
143675,2012.0,54091.0,G,GOV,Democratic Incumbent,2755.0,2969.0,5724.0
143676,2016.0,54091.0,G,GOV,Democratic Open Seat,3005.0,3102.0,6107.0
143677,2020.0,54091.0,G,GOV,Republican Incumbent,1769.0,5058.0,6827.0
143714,2004.0,54093.0,G,GOV,Democratic Open Seat,2361.0,1083.0,3444.0
143715,2008.0,54093.0,G,GOV,Democratic Incumbent,2554.0,748.0,3302.0
143716,2012.0,54093.0,G,GOV,Democratic Incumbent,1527.0,1420.0,2947.0
143717,2016.0,54093.0,G,GOV,Democratic Open Seat,1481.0,1609.0,3090.0
143718,2020.0,54093.0,G,GOV,Republican Incumbent,944.0,2628.0,3572.0
143755,2004.0,54095.0,G,GOV,Democratic Open Seat,2447.0,1705.0,4152.0
143756,2008.0,54095.0,G,GOV,Democratic Incumbent,2567.0,1001.0,3568.0
143757,2012.0,54095.0,G,GOV,Democratic Incumbent,1424.0,1711.0,3135.0
143758,2016.0,54095.0,G,GOV,Democratic Open Seat,1449.0,1969.0,3418.0
143759,2020.0,54095.0,G,GOV,Republican Incumbent,745.0,2746.0,3491.0
143796,2004.0,54097.0,G,GOV,Democratic Open Seat,5992.0,3130.0,9122.0
143797,2008.0,54097.0,G,GOV,Democratic Incumbent,6498.0,2253.0,8751.0
143798,2012.0,54097.0,G,GOV,Democratic Incumbent,3425.0,4464.0,7889.0
143799,2016.0,54097.0,G,GOV,Democratic Open Seat,3726.0,4716.0,8442.0
143800,2020.0,54097.0,G,GOV,Republican Incumbent,1915.0,6951.0,8866.0
143837,2004.0,54099.0,G,GOV,Democratic Open Seat,11479.0,5903.0,17382.0
143838,2008.0,54099.0,G,GOV,Democratic Incumbent,11793.0,3132.0,14925.0
143839,2012.0,54099.0,G,GOV,Democratic Incumbent,7713.0,5928.0,13641.0
143840,2016.0,54099.0,G,GOV,Democratic Open Seat,8558.0,5824.0,14382.0
143841,2020.0,54099.0,G,GOV,Republican Incumbent,4548.0,11079.0,15627.0
143878,2004.0,54101.0,G,GOV,Democratic Open Seat,2848.0,779.0,3627.0
143879,2008.0,54101.0,G,GOV,Democratic Incumbent,2361.0,555.0,2916.0
143880,2012.0,54101.0,G,GOV,Democratic Incumbent,1635.0,1019.0,2654.0
143881,2016.0,54101.0,G,GOV,Democratic Open Seat,1474.0,1269.0,2743.0
143882,2020.0,54101.0,G,GOV,Republican Incumbent,659.0,2552.0,3211.0
143919,2004.0,54103.0,G,GOV,Democratic Open Seat,5228.0,1752.0,6980.0
143920,2008.0,54103.0,G,GOV,Democratic Incumbent,4975.0,1162.0,6137.0
143921,2012.0,54103.0,G,GOV,Democratic Incumbent,3282.0,2367.0,5649.0
143922,2016.0,54103.0,G,GOV,Democratic Open Seat,3234.0,2545.0,5779.0
143923,2020.0,54103.0,G,GOV,Republican Incumbent,1727.0,4559.0,6286.0
143960,2004.0,54105.0,G,GOV,Democratic Open Seat,1765.0,787.0,2552.0
143961,2008.0,54105.0,G,GOV,Democratic Incumbent,1652.0,581.0,2233.0
143962,2012.0,54105.0,G,GOV,Democratic Incumbent,1071.0,1030.0,2101.0
143963,2016.0,54105.0,G,GOV,Democratic Open Seat,1171.0,1106.0,2277.0
143964,2020.0,54105.0,G,GOV,Republican Incumbent,483.0,1947.0,2430.0
144001,2004.0,54107.0,G,GOV,Democratic Open Seat,24904.0,13383.0,38287.0
144002,2008.0,54107.0,G,GOV,Democratic Incumbent,26769.0,7658.0,34427.0
144003,2012.0,54107.0,G,GOV,Democratic Incumbent,16284.0,16272.0,32556.0
144004,2016.0,54107.0,G,GOV,Democratic Open Seat,17240.0,15959.0,33199.0
144005,2020.0,54107.0,G,GOV,Republican Incumbent,9933.0,26232.0,36165.0
144042,2004.0,54109.0,G,GOV,Democratic Open Seat,6019.0,2426.0,8445.0
144043,2008.0,54109.0,G,GOV,Democratic Incumbent,4917.0,2463.0,7380.0
144044,2012.0,54109.0,G,GOV,Democratic Incumbent,4288.0,3002.0,7290.0
144045,2016.0,54109.0,G,GOV,Democratic Open Seat,4842.0,2641.0,7483.0
144046,2020.0,54109.0,G,GOV,Republican Incumbent,1240.0,6941.0,8181.0
144107,2002.0,55001.0,G,GOV,Republican Incumbent,3160.0,2168.0,5328.0
144108,2006.0,55001.0,G,GOV,Democratic Incumbent,4416.0,3324.0,7740.0
144109,2010.0,55001.0,G,GOV,Democratic Open Seat,3298.0,3748.0,7046.0
144110,2014.0,55001.0,G,GOV,Republican Incumbent,3762.0,4297.0,8059.0
144111,2018.0,55001.0,G,GOV,Republican Incumbent,3892.0,5209.0,9101.0
144172,2002.0,55003.0,G,GOV,Republican Incumbent,3092.0,1572.0,4664.0
144173,2006.0,55003.0,G,GOV,Democratic Incumbent,4118.0,1902.0,6020.0
144174,2010.0,55003.0,G,GOV,Democratic Open Seat,3664.0,2205.0,5869.0
144175,2014.0,55003.0,G,GOV,Republican Incumbent,4150.0,2333.0,6483.0
144176,2018.0,55003.0,G,GOV,Republican Incumbent,4168.0,2584.0,6752.0
144235,2002.0,55005.0,G,GOV,Republican Incumbent,6540.0,6239.0,12779.0
144236,2006.0,55005.0,G,GOV,Democratic Incumbent,8136.0,7920.0,16056.0
144237,2010.0,55005.0,G,GOV,Democratic Open Seat,6746.0,8486.0,15232.0
144238,2014.0,55005.0,G,GOV,Republican Incumbent,6832.0,9696.0,16528.0
144239,2018.0,55005.0,G,GOV,Republican Incumbent,7623.0,10655.0,18278.0
144299,2002.0,55007.0,G,GOV,Republican Incumbent,3752.0,1948.0,5700.0
144300,2006.0,55007.0,G,GOV,Democratic Incumbent,4653.0,2468.0,7121.0
144301,2010.0,55007.0,G,GOV,Democratic Open Seat,4185.0,2961.0,7146.0
144302,2014.0,55007.0,G,GOV,Republican Incumbent,4888.0,3075.0,7963.0
144303,2018.0,55007.0,G,GOV,Republican Incumbent,5152.0,3458.0,8610.0
144364,2002.0,55009.0,G,GOV,Republican Incumbent,29949.0,32368.0,62317.0
144365,2006.0,55009.0,G,GOV,Democratic Incumbent,45046.0,46989.0,92035.0
144366,2010.0,55009.0,G,GOV,Democratic Open Seat,37549.0,49567.0,87116.0
144367,2014.0,55009.0,G,GOV,Republican Incumbent,40751.0,58408.0,99159.0
144368,2018.0,55009.0,G,GOV,Republican Incumbent,51724.0,61424.0,113148.0
144429,2002.0,55011.0,G,GOV,Republican Incumbent,2225.0,1706.0,3931.0
144430,2006.0,55011.0,G,GOV,Democratic Incumbent,3078.0,2196.0,5274.0
144431,2010.0,55011.0,G,GOV,Democratic Open Seat,2174.0,2610.0,4784.0
144432,2014.0,55011.0,G,GOV,Republican Incumbent,2267.0,3169.0,5436.0
144433,2018.0,55011.0,G,GOV,Republican Incumbent,2385.0,3463.0,5848.0
144494,2002.0,55013.0,G,GOV,Republican Incumbent,3004.0,3142.0,6146.0
144495,2006.0,55013.0,G,GOV,Democratic Incumbent,3225.0,2900.0,6125.0
144496,2010.0,55013.0,G,GOV,Democratic Open Seat,2555.0,3479.0,6034.0
144497,2014.0,55013.0,G,GOV,Republican Incumbent,2615.0,3868.0,6483.0
144498,2018.0,55013.0,G,GOV,Republican Incumbent,2742.0,4664.0,7406.0
144559,2002.0,55015.0,G,GOV,Republican Incumbent,5528.0,6844.0,12372.0
144560,2006.0,55015.0,G,GOV,Democratic Incumbent,9059.0,9995.0,19054.0
144561,2010.0,55015.0,G,GOV,Democratic Open Seat,7065.0,11152.0,18217.0
144562,2014.0,55015.0,G,GOV,Republican Incumbent,7285.0,14086.0,21371.0
144563,2018.0,55015.0,G,GOV,Republican Incumbent,8992.0,14313.0,23305.0
144624,2002.0,55017.0,G,GOV,Republican Incumbent,7539.0,7592.0,15131.0
144625,2006.0,55017.0,G,GOV,Democratic Incumbent,11467.0,9839.0,21306.0
144626,2010.0,55017.0,G,GOV,Democratic Open Seat,8753.0,11901.0,20654.0
144627,2014.0,55017.0,G,GOV,Republican Incumbent,10402.0,13765.0,24167.0
144628,2018.0,55017.0,G,GOV,Republican Incumbent,11739.0,15499.0,27238.0
144689,2002.0,55019.0,G,GOV,Republican Incumbent,3826.0,4031.0,7857.0
144690,2006.0,55019.0,G,GOV,Democratic Incumbent,5758.0,5152.0,10910.0
144691,2010.0,55019.0,G,GOV,Democratic Open Seat,3844.0,6368.0,10212.0
144692,2014.0,55019.0,G,GOV,Republican Incumbent,3848.0,7409.0,11257.0
144693,2018.0,55019.0,G,GOV,Republican Incumbent,4015.0,7469.0,11484.0
144754,2002.0,55021.0,G,GOV,Republican Incumbent,7581.0,6308.0,13889.0
144755,2006.0,55021.0,G,GOV,Democratic Incumbent,11662.0,9936.0,21598.0
144756,2010.0,55021.0,G,GOV,Democratic Open Seat,10014.0,11059.0,21073.0
144757,2014.0,55021.0,G,GOV,Republican Incumbent,12527.0,11837.0,24364.0
144758,2018.0,55021.0,G,GOV,Republican Incumbent,14124.0,12363.0,26487.0
144819,2002.0,55023.0,G,GOV,Republican Incumbent,2296.0,1879.0,4175.0
144820,2006.0,55023.0,G,GOV,Democratic Incumbent,3751.0,2439.0,6190.0
144821,2010.0,55023.0,G,GOV,Democratic Open Seat,3062.0,2792.0,5854.0
144822,2014.0,55023.0,G,GOV,Republican Incumbent,3225.0,2974.0,6199.0
144823,2018.0,55023.0,G,GOV,Republican Incumbent,3354.0,3117.0,6471.0
144884,2002.0,55025.0,G,GOV,Republican Incumbent,97084.0,41810.0,138894.0
144885,2006.0,55025.0,G,GOV,Democratic Incumbent,149661.0,58302.0,207963.0
144886,2010.0,55025.0,G,GOV,Democratic Open Seat,149699.0,68238.0,217937.0
144887,2014.0,55025.0,G,GOV,Republican Incumbent,175937.0,73676.0,249613.0
144888,2018.0,55025.0,G,GOV,Republican Incumbent,220052.0,69206.0,289258.0
144949,2002.0,55027.0,G,GOV,Republican Incumbent,8607.0,12761.0,21368.0
144950,2006.0,55027.0,G,GOV,Democratic Incumbent,13137.0,17302.0,30439.0
144951,2010.0,55027.0,G,GOV,Democratic Open Seat,10138.0,20568.0,30706.0
144952,2014.0,55027.0,G,GOV,Republican Incumbent,12732.0,23715.0,36447.0
144953,2018.0,55027.0,G,GOV,Republican Incumbent,13552.0,23516.0,37068.0
145014,2002.0,55029.0,G,GOV,Republican Incumbent,4647.0,5333.0,9980.0
145015,2006.0,55029.0,G,GOV,Democratic Incumbent,7592.0,6479.0,14071.0
145016,2010.0,55029.0,G,GOV,Democratic Open Seat,6719.0,6932.0,13651.0
145017,2014.0,55029.0,G,GOV,Republican Incumbent,6842.0,8160.0,15002.0
145018,2018.0,55029.0,G,GOV,Republican Incumbent,8151.0,8536.0,16687.0
145079,2002.0,55031.0,G,GOV,Republican Incumbent,9291.0,4153.0,13444.0
145080,2006.0,55031.0,G,GOV,Democratic Incumbent,10670.0,5233.0,15903.0
145081,2010.0,55031.0,G,GOV,Democratic Open Seat,8703.0,6255.0,14958.0
145082,2014.0,55031.0,G,GOV,Republican Incumbent,9590.0,6001.0,15591.0
145083,2018.0,55031.0,G,GOV,Republican Incumbent,11034.0,7251.0,18285.0
145144,2002.0,55033.0,G,GOV,Republican Incumbent,5525.0,4560.0,10085.0
145145,2006.0,55033.0,G,GOV,Democratic Incumbent,8070.0,6208.0,14278.0
145146,2010.0,55033.0,G,GOV,Democratic Open Seat,5972.0,7282.0,13254.0
145147,2014.0,55033.0,G,GOV,Republican Incumbent,7066.0,8229.0,15295.0
145148,2018.0,55033.0,G,GOV,Republican Incumbent,8667.0,9255.0,17922.0
145209,2002.0,55035.0,G,GOV,Republican Incumbent,15958.0,11946.0,27904.0
145210,2006.0,55035.0,G,GOV,Democratic Incumbent,22240.0,15733.0,37973.0
145211,2010.0,55035.0,G,GOV,Democratic Open Seat,18454.0,18018.0,36472.0
145212,2014.0,55035.0,G,GOV,Republican Incumbent,21239.0,20304.0,41543.0
145213,2018.0,55035.0,G,GOV,Republican Incumbent,26768.0,20855.0,47623.0
145265,2002.0,55037.0,G,GOV,Republican Incumbent,609.0,842.0,1451.0
145266,2006.0,55037.0,G,GOV,Democratic Incumbent,865.0,1079.0,1944.0
145267,2010.0,55037.0,G,GOV,Democratic Open Seat,612.0,1197.0,1809.0
145268,2014.0,55037.0,G,GOV,Republican Incumbent,629.0,1349.0,1978.0
145269,2018.0,55037.0,G,GOV,Republican Incumbent,643.0,1503.0,2146.0
145330,2002.0,55039.0,G,GOV,Republican Incumbent,10394.0,17653.0,28047.0
145331,2006.0,55039.0,G,GOV,Democratic Incumbent,16073.0,21515.0,37588.0
145332,2010.0,55039.0,G,GOV,Democratic Open Seat,13145.0,24407.0,37552.0
145333,2014.0,55039.0,G,GOV,Republican Incumbent,15014.0,27485.0,42499.0
145334,2018.0,55039.0,G,GOV,Republican Incumbent,16439.0,27941.0,44380.0
145385,2002.0,55041.0,G,GOV,Republican Incumbent,1435.0,1332.0,2767.0
145386,2006.0,55041.0,G,GOV,Democratic Incumbent,1853.0,1712.0,3565.0
145387,2010.0,55041.0,G,GOV,Democratic Open Seat,1565.0,1790.0,3355.0
145388,2014.0,55041.0,G,GOV,Republican Incumbent,1511.0,2032.0,3543.0
145389,2018.0,55041.0,G,GOV,Republican Incumbent,1486.0,2421.0,3907.0
145450,2002.0,55043.0,G,GOV,Republican Incumbent,6175.0,5946.0,12121.0
145451,2006.0,55043.0,G,GOV,Democratic Incumbent,9242.0,7427.0,16669.0
145452,2010.0,55043.0,G,GOV,Democratic Open Seat,7573.0,8611.0,16184.0
145453,2014.0,55043.0,G,GOV,Republican Incumbent,8704.0,9149.0,17853.0
145454,2018.0,55043.0,G,GOV,Republican Incumbent,9665.0,9502.0,19167.0
145515,2002.0,55045.0,G,GOV,Republican Incumbent,5148.0,3581.0,8729.0
145516,2006.0,55045.0,G,GOV,Democratic Incumbent,7769.0,5149.0,12918.0
145517,2010.0,55045.0,G,GOV,Democratic Open Seat,6567.0,6391.0,12958.0
145518,2014.0,55045.0,G,GOV,Republican Incumbent,7948.0,7193.0,15141.0
145519,2018.0,55045.0,G,GOV,Republican Incumbent,9378.0,7333.0,16711.0
145580,2002.0,55047.0,G,GOV,Republican Incumbent,2232.0,3322.0,5554.0
145581,2006.0,55047.0,G,GOV,Democratic Incumbent,3122.0,4714.0,7836.0
145582,2010.0,55047.0,G,GOV,Democratic Open Seat,2262.0,4488.0,6750.0
145583,2014.0,55047.0,G,GOV,Republican Incumbent,2464.0,5336.0,7800.0
145584,2018.0,55047.0,G,GOV,Republican Incumbent,2633.0,5411.0,8044.0
145645,2002.0,55049.0,G,GOV,Republican Incumbent,3606.0,2234.0,5840.0
145646,2006.0,55049.0,G,GOV,Democratic Incumbent,5630.0,3267.0,8897.0
145647,2010.0,55049.0,G,GOV,Democratic Open Seat,4750.0,3867.0,8617.0
145648,2014.0,55049.0,G,GOV,Republican Incumbent,5937.0,4480.0,10417.0
145649,2018.0,55049.0,G,GOV,Republican Incumbent,6674.0,4289.0,10963.0
145696,2002.0,55051.0,G,GOV,Republican Incumbent,1461.0,900.0,2361.0
145697,2006.0,55051.0,G,GOV,Democratic Incumbent,1560.0,1189.0,2749.0
145698,2010.0,55051.0,G,GOV,Democratic Open Seat,1139.0,1336.0,2475.0
145699,2014.0,55051.0,G,GOV,Republican Incumbent,1085.0,1755.0,2840.0
145700,2018.0,55051.0,G,GOV,Republican Incumbent,1264.0,1785.0,3049.0
145761,2002.0,55053.0,G,GOV,Republican Incumbent,2770.0,2101.0,4871.0
145762,2006.0,55053.0,G,GOV,Democratic Incumbent,3858.0,2931.0,6789.0
145763,2010.0,55053.0,G,GOV,Democratic Open Seat,3219.0,3428.0,6647.0
145764,2014.0,55053.0,G,GOV,Republican Incumbent,3631.0,3812.0,7443.0
145765,2018.0,55053.0,G,GOV,Republican Incumbent,3713.0,4129.0,7842.0
145826,2002.0,55055.0,G,GOV,Republican Incumbent,9243.0,11237.0,20480.0
145827,2006.0,55055.0,G,GOV,Democratic Incumbent,14247.0,16038.0,30285.0
145828,2010.0,55055.0,G,GOV,Democratic Open Seat,11909.0,19155.0,31064.0
145829,2014.0,55055.0,G,GOV,Republican Incumbent,13876.0,21443.0,35319.0
145830,2018.0,55055.0,G,GOV,Republican Incumbent,16018.0,21475.0,37493.0
145891,2002.0,55057.0,G,GOV,Republican Incumbent,2249.0,2118.0,4367.0
145892,2006.0,55057.0,G,GOV,Democratic Incumbent,3969.0,4101.0,8070.0
145893,2010.0,55057.0,G,GOV,Democratic Open Seat,3358.0,4502.0,7860.0
145894,2014.0,55057.0,G,GOV,Republican Incumbent,4080.0,4817.0,8897.0
145895,2018.0,55057.0,G,GOV,Republican Incumbent,4247.0,5689.0,9936.0
145956,2002.0,55059.0,G,GOV,Republican Incumbent,21922.0,14833.0,36755.0
145957,2006.0,55059.0,G,GOV,Democratic Incumbent,28338.0,21737.0,50075.0
145958,2010.0,55059.0,G,GOV,Democratic Open Seat,23312.0,25136.0,48448.0
145959,2014.0,55059.0,G,GOV,Republican Incumbent,27367.0,28398.0,55765.0
145960,2018.0,55059.0,G,GOV,Republican Incumbent,34481.0,31512.0,65993.0
146021,2002.0,55061.0,G,GOV,Republican Incumbent,2584.0,2989.0,5573.0
146022,2006.0,55061.0,G,GOV,Democratic Incumbent,4354.0,4479.0,8833.0
146023,2010.0,55061.0,G,GOV,Democratic Open Seat,3345.0,4577.0,7922.0
146024,2014.0,55061.0,G,GOV,Republican Incumbent,3379.0,5676.0,9055.0
146025,2018.0,55061.0,G,GOV,Republican Incumbent,3572.0,5792.0,9364.0
146086,2002.0,55063.0,G,GOV,Republican Incumbent,15255.0,12578.0,27833.0
146087,2006.0,55063.0,G,GOV,Democratic Incumbent,24663.0,17235.0,41898.0
146088,2010.0,55063.0,G,GOV,Democratic Open Seat,20639.0,20754.0,41393.0
146089,2014.0,55063.0,G,GOV,Republican Incumbent,25429.0,22321.0,47750.0
146090,2018.0,55063.0,G,GOV,Republican Incumbent,32103.0,23537.0,55640.0
146151,2002.0,55065.0,G,GOV,Republican Incumbent,2313.0,1648.0,3961.0
146152,2006.0,55065.0,G,GOV,Democratic Incumbent,3344.0,2405.0,5749.0
146153,2010.0,55065.0,G,GOV,Democratic Open Seat,2566.0,2926.0,5492.0
146154,2014.0,55065.0,G,GOV,Republican Incumbent,2982.0,3191.0,6173.0
146155,2018.0,55065.0,G,GOV,Republican Incumbent,3135.0,3324.0,6459.0
146208,2002.0,55067.0,G,GOV,Republican Incumbent,3320.0,3238.0,6558.0
146209,2006.0,55067.0,G,GOV,Democratic Incumbent,4184.0,4276.0,8460.0
146210,2010.0,55067.0,G,GOV,Democratic Open Seat,2754.0,4481.0,7235.0
146211,2014.0,55067.0,G,GOV,Republican Incumbent,2921.0,5476.0,8397.0
146212,2018.0,55067.0,G,GOV,Republican Incumbent,2825.0,5712.0,8537.0
146268,2002.0,55069.0,G,GOV,Republican Incumbent,4379.0,3664.0,8043.0
146269,2006.0,55069.0,G,GOV,Democratic Incumbent,6019.0,4713.0,10732.0
146270,2010.0,55069.0,G,GOV,Democratic Open Seat,4872.0,6201.0,11073.0
146271,2014.0,55069.0,G,GOV,Republican Incumbent,5104.0,6866.0,11970.0
146272,2018.0,55069.0,G,GOV,Republican Incumbent,5335.0,7865.0,13200.0
146333,2002.0,55071.0,G,GOV,Republican Incumbent,11993.0,11533.0,23526.0
146334,2006.0,55071.0,G,GOV,Democratic Incumbent,15736.0,16154.0,31890.0
146335,2010.0,55071.0,G,GOV,Democratic Open Seat,11784.0,18234.0,30018.0
146336,2014.0,55071.0,G,GOV,Republican Incumbent,12563.0,21044.0,33607.0
146337,2018.0,55071.0,G,GOV,Republican Incumbent,13513.0,21360.0,34873.0
146398,2002.0,55073.0,G,GOV,Republican Incumbent,18940.0,16904.0,35844.0
146399,2006.0,55073.0,G,GOV,Democratic Incumbent,25836.0,22186.0,48022.0
146400,2010.0,55073.0,G,GOV,Democratic Open Seat,20028.0,28516.0,48544.0
146401,2014.0,55073.0,G,GOV,Republican Incumbent,21305.0,34583.0,55888.0
146402,2018.0,55073.0,G,GOV,Republican Incumbent,24057.0,36886.0,60943.0
146456,2002.0,55075.0,G,GOV,Republican Incumbent,6032.0,6627.0,12659.0
146457,2006.0,55075.0,G,GOV,Democratic Incumbent,8408.0,8455.0,16863.0
146458,2010.0,55075.0,G,GOV,Democratic Open Seat,6127.0,8222.0,14349.0
146459,2014.0,55075.0,G,GOV,Republican Incumbent,6023.0,9610.0,15633.0
146460,2018.0,55075.0,G,GOV,Republican Incumbent,6193.0,10916.0,17109.0
146521,2002.0,55077.0,G,GOV,Republican Incumbent,2034.0,1862.0,3896.0
146522,2006.0,55077.0,G,GOV,Democratic Incumbent,2879.0,3095.0,5974.0
146523,2010.0,55077.0,G,GOV,Democratic Open Seat,2384.0,3483.0,5867.0
146524,2014.0,55077.0,G,GOV,Republican Incumbent,2629.0,3611.0,6240.0
146525,2018.0,55077.0,G,GOV,Republican Incumbent,2911.0,4143.0,7054.0
146538,2002.0,55078.0,G,GOV,Republican Incumbent,681.0,171.0,852.0
146539,2006.0,55078.0,G,GOV,Democratic Incumbent,886.0,180.0,1066.0
146540,2010.0,55078.0,G,GOV,Democratic Open Seat,586.0,166.0,752.0
146541,2014.0,55078.0,G,GOV,Republican Incumbent,753.0,215.0,968.0
146542,2018.0,55078.0,G,GOV,Republican Incumbent,866.0,233.0,1099.0
146603,2002.0,55079.0,G,GOV,Republican Incumbent,150877.0,95015.0,245892.0
146604,2006.0,55079.0,G,GOV,Democratic Incumbent,199536.0,118949.0,318485.0
146605,2010.0,55079.0,G,GOV,Democratic Open Seat,209932.0,128612.0,338544.0
146606,2014.0,55079.0,G,GOV,Republican Incumbent,231316.0,132706.0,364022.0
146607,2018.0,55079.0,G,GOV,Republican Incumbent,262124.0,124055.0,386179.0
146668,2002.0,55081.0,G,GOV,Republican Incumbent,3275.0,3433.0,6708.0
146669,2006.0,55081.0,G,GOV,Democratic Incumbent,6556.0,6517.0,13073.0
146670,2010.0,55081.0,G,GOV,Democratic Open Seat,5199.0,7570.0,12769.0
146671,2014.0,55081.0,G,GOV,Republican Incumbent,6399.0,8446.0,14845.0
146672,2018.0,55081.0,G,GOV,Republican Incumbent,6969.0,9464.0,16433.0
146733,2002.0,55083.0,G,GOV,Republican Incumbent,4561.0,5420.0,9981.0
146734,2006.0,55083.0,G,GOV,Democratic Incumbent,6639.0,7497.0,14136.0
146735,2010.0,55083.0,G,GOV,Democratic Open Seat,5380.0,8131.0,13511.0
146736,2014.0,55083.0,G,GOV,Republican Incumbent,5657.0,10300.0,15957.0
146737,2018.0,55083.0,G,GOV,Republican Incumbent,5858.0,11490.0,17348.0
146787,2002.0,55085.0,G,GOV,Republican Incumbent,5748.0,5226.0,10974.0
146788,2006.0,55085.0,G,GOV,Democratic Incumbent,8372.0,7425.0,15797.0
146789,2010.0,55085.0,G,GOV,Democratic Open Seat,6762.0,8773.0,15535.0
146790,2014.0,55085.0,G,GOV,Republican Incumbent,7190.0,9852.0,17042.0
146791,2018.0,55085.0,G,GOV,Republican Incumbent,7850.0,11248.0,19098.0
146852,2002.0,55087.0,G,GOV,Republican Incumbent,21158.0,23695.0,44853.0
146853,2006.0,55087.0,G,GOV,Democratic Incumbent,34901.0,33511.0,68412.0
146854,2010.0,55087.0,G,GOV,Democratic Open Seat,29223.0,35143.0,64366.0
146855,2014.0,55087.0,G,GOV,Republican Incumbent,29503.0,44543.0,74046.0
146856,2018.0,55087.0,G,GOV,Republican Incumbent,36290.0,45359.0,81649.0
146917,2002.0,55089.0,G,GOV,Republican Incumbent,10542.0,20486.0,31028.0
146918,2006.0,55089.0,G,GOV,Democratic Incumbent,15229.0,25460.0,40689.0
146919,2010.0,55089.0,G,GOV,Democratic Open Seat,13233.0,29879.0,43112.0
146920,2014.0,55089.0,G,GOV,Republican Incumbent,13696.0,32696.0,46392.0
146921,2018.0,55089.0,G,GOV,Republican Incumbent,18394.0,32069.0,50463.0
146982,2002.0,55091.0,G,GOV,Republican Incumbent,1234.0,870.0,2104.0
146983,2006.0,55091.0,G,GOV,Democratic Incumbent,1627.0,1256.0,2883.0
146984,2010.0,55091.0,G,GOV,Democratic Open Seat,1093.0,1279.0,2372.0
146985,2014.0,55091.0,G,GOV,Republican Incumbent,1333.0,1791.0,3124.0
146986,2018.0,55091.0,G,GOV,Republican Incumbent,1333.0,1745.0,3078.0
147047,2002.0,55093.0,G,GOV,Republican Incumbent,5855.0,5290.0,11145.0
147048,2006.0,55093.0,G,GOV,Democratic Incumbent,7829.0,6034.0,13863.0
147049,2010.0,55093.0,G,GOV,Democratic Open Seat,5925.0,7067.0,12992.0
147050,2014.0,55093.0,G,GOV,Republican Incumbent,6666.0,7760.0,14426.0
147051,2018.0,55093.0,G,GOV,Republican Incumbent,8193.0,8740.0,16933.0
147112,2002.0,55095.0,G,GOV,Republican Incumbent,6901.0,6789.0,13690.0
147113,2006.0,55095.0,G,GOV,Democratic Incumbent,8128.0,7103.0,15231.0
147114,2010.0,55095.0,G,GOV,Democratic Open Seat,5752.0,8842.0,14594.0
147115,2014.0,55095.0,G,GOV,Republican Incumbent,6516.0,9345.0,15861.0
147116,2018.0,55095.0,G,GOV,Republican Incumbent,7333.0,10866.0,18199.0
147177,2002.0,55097.0,G,GOV,Republican Incumbent,11954.0,7157.0,19111.0
147178,2006.0,55097.0,G,GOV,Democratic Incumbent,17754.0,10206.0,27960.0
147179,2010.0,55097.0,G,GOV,Democratic Open Seat,14463.0,12794.0,27257.0
